vf,width,thickness,k11,k33,p,t,h
0.60306,0.16956,0.00269,0.91015,0.22404,1,0,0
0.35406,0.43406,0.71994,0.98561,0.3421,1,0,0
0.32269,0.18819,0.41544,0.67806,0.24419,1,0,0
0.78419,0.95344,0.86144,1.94302,0.59713,1,0,0
0.80094,0.93719,0.50706,2.26204,0.49329,1,0,0
0.73831,0.28644,0.40694,1.22359,0.31849,1,0,0
0.20131,0.97106,0.66569,1.0975,0.36688,1,0,0
0.81231,0.28556,0.91019,1.21864,0.44087,1,0,0
0.04644,0.25906,0.49594,0.53086,0.23461,1,0,0
0.94456,0.49119,0.17969,1.93002,0.34359,1,0,0
0.96444,0.75631,0.79844,2.2116,0.62445,1,0,0
0.29669,0.39419,0.93206,0.85989,0.36099,1,0,0
0.48131,0.30706,0.16894,1.01014,0.24543,1,0,0
0.57894,0.42069,0.40919,1.28331,0.31967,1,0,0
0.16831,0.08456,0.66069,0.48208,0.24251,1,0,0
0.71706,0.43219,0.57994,1.43454,0.38618,1,0,0
0.13031,0.48731,0.55569,0.77894,0.28028,1,0,0
0.84531,0.43819,0.19919,1.67485,0.31921,1,0,0
0.95856,0.36344,0.41331,1.63722,0.38214,1,0,0
0.71581,0.84719,0.68281,1.93577,0.51119,1,0,0
0.63894,0.94481,0.29581,2.04676,0.37462,1,0,0
0.79719,0.57969,0.30944,1.86431,0.36531,1,0,0
0.55606,0.13519,0.85919,0.77208,0.32448,1,0,0
0.04506,0.50444,0.38456,0.69642,0.2432,1,0,0
0.39256,0.35156,0.31506,0.96791,0.26298,1,0,0
0.55319,0.80956,0.42231,1.75403,0.38035,1,0,0
0.48869,0.28019,0.37131,0.9734,0.274,1,0,0
0.27844,0.63944,0.76544,1.06951,0.37417,1,0,0
0.64094,0.75494,0.60644,1.78115,0.45034,1,0,0
0.32106,0.03844,0.71244,0.49967,0.25169,1,0,0
0.51381,0.02256,0.41219,0.60393,0.23565,1,0,0
0.12806,0.32544,0.66106,0.6259,0.27057,1,0,0
0.18294,0.18469,0.90881,0.54142,0.28442,1,0,0
0.59006,0.87431,0.63169,1.74643,0.45885,1,0,0
0.68156,0.33806,0.60906,1.20587,0.3601,1,0,0
0.24981,0.74569,0.59869,1.12059,0.34624,1,0,0
0.71044,0.85681,0.58669,1.98511,0.48052,1,0,0
0.14656,0.14556,0.79831,0.5064,0.26234,1,0,0
0.99756,0.82894,0.43406,2.59888,0.5156,1,0,0
0.47944,0.60269,0.70856,1.31868,0.40328,1,0,0
0.55506,0.97344,0.41244,1.85878,0.39542,1,0,0
0.77031,0.88044,0.38694,2.20889,0.43295,1,0,0
0.71544,0.72131,0.54106,1.88171,0.44438,1,0,0
0.30619,0.25594,0.94369,0.72877,0.33243,1,0,0
0.55231,0.32619,0.34231,1.0784,0.2828,1,0,0
0.86906,0.81231,0.59456,2.23841,0.52829,1,0,0
0.62544,0.28094,0.74369,1.05968,0.36393,1,0,0
0.44806,0.93456,0.92544,1.35928,0.49272,1,0,0
0.86819,0.67019,0.34019,2.17519,0.41163,1,0,0
0.76169,0.00219,0.94569,0.66426,0.32085,1,0,0
0.14281,0.33744,0.85344,0.64187,0.30256,1,0,0
0.36256,0.58456,0.62494,1.15491,0.35231,1,0,0
0.45281,0.15044,0.29919,0.76451,0.23985,1,0,0
0.77769,0.11531,0.60844,0.9194,0.31291,1,0,0
0.78106,0.48619,0.47269,1.641,0.38771,1,0,0
0.87769,0.03256,0.27194,0.80592,0.24764,1,0,0
0.78581,0.80719,0.37144,2.21151,0.42385,1,0,0
0.11931,0.30456,0.18844,0.63715,0.21542,1,0,0
0.96981,0.30319,0.87994,1.39491,0.48617,1,0,0
0.09431,0.16219,0.66606,0.48602,0.24462,1,0,0
0.90281,0.79206,0.07944,2.47123,0.36709,1,0,0
0.45244,0.91519,0.85931,1.40573,0.48115,1,0,0
0.22456,0.93306,0.78356,1.08709,0.39765,1,0,0
0.63344,0.15819,0.59731,0.87185,0.29999,1,0,0
0.05081,0.53419,0.34456,0.72894,0.24164,1,0,0
0.34031,0.20381,0.68219,0.69516,0.28331,1,0,0
0.63744,0.27619,0.58694,1.08312,0.33212,1,0,0
0.73881,0.67594,0.21844,1.97515,0.34571,1,0,0
0.09706,0.64944,0.43331,0.86083,0.2713,1,0,0
0.79006,0.05644,0.92231,0.72655,0.33685,1,0,0
0.34819,0.52956,0.96356,1.03146,0.41066,1,0,0
0.44819,0.79081,0.48944,1.53871,0.37476,1,0,0
0.66319,0.74069,0.58844,1.78812,0.44781,1,0,0
0.44056,0.52181,0.46481,1.252,0.32649,1,0,0
0.97844,0.76419,0.41619,2.47495,0.48939,1,0,0
0.07344,0.29719,0.82331,0.55714,0.27991,1,0,0
0.69756,0.77019,0.52706,1.94274,0.4464,1,0,0
0.41681,0.69756,0.94881,1.22109,0.45721,1,0,0
0.93294,0.91294,0.57169,2.46641,0.56344,1,0,0
0.86969,0.47406,0.84506,1.62955,0.51255,1,0,0
0.89594,0.55669,0.59144,1.92424,0.47028,1,0,0
0.79869,0.31581,0.66394,1.27066,0.3895,1,0,0
0.36719,0.44131,0.79056,0.98796,0.35659,1,0,0
0.78544,0.13256,0.40556,0.97977,0.28541,1,0,0
0.99006,0.81856,0.56681,2.49317,0.56723,1,0,0
0.25981,0.85519,0.09969,1.29214,0.25507,1,0,0
0.71219,0.92731,0.49506,2.09023,0.46028,1,0,0
0.76094,0.52344,0.22706,1.75367,0.3298,1,0,0
0.70394,0.88944,0.61356,1.96819,0.48995,1,0,0
0.74131,0.80219,0.67806,1.95165,0.51047,1,0,0
0.35094,0.35881,0.17394,0.93779,0.23846,1,0,0
0.34219,0.10481,0.12031,0.64034,0.21079,1,0,0
0.13656,0.49644,0.37044,0.81205,0.25426,1,0,0
0.43194,0.15669,0.83344,0.70883,0.3074,1,0,0
0.40781,0.86569,0.55631,1.45728,0.38686,1,0,0
0.89156,0.13431,0.90844,0.99118,0.38841,1,0,0
0.35256,0.75769,0.11606,1.39175,0.26564,1,0,0
0.12681,0.60744,0.69019,0.82849,0.31609,1,0,0
0.92256,0.35019,0.97944,1.43383,0.51142,1,0,0
0.03444,0.22994,0.68331,0.49857,0.2499,1,0,0
0.87294,0.19219,0.28956,1.11413,0.28119,1,0,0
0.12119,0.44519,0.00806,0.75959,0.21329,1,0,0
0.52881,0.62294,0.29756,1.52587,0.31734,1,0,0
0.88519,0.37319,0.83281,1.4876,0.47225,1,0,0
0.62581,0.41369,0.04481,1.36699,0.25929,1,0,0
0.95469,0.80194,0.89356,2.17073,0.66153,1,0,0
0.44531,0.61081,0.93006,1.21779,0.44515,1,0,0
0.20556,0.93419,0.04269,1.23399,0.24529,1,0,0
0.11169,0.26631,0.52506,0.59393,0.2469,1,0,0
0.61256,0.94756,0.16181,2.02981,0.33182,1,0,0
0.42294,0.89344,0.31019,1.58596,0.32736,1,0,0
0.55219,0.04869,0.41756,0.63552,0.24102,1,0,0
0.51044,0.16419,0.98819,0.75214,0.34264,1,0,0
0.12769,0.03231,0.50844,0.41248,0.21768,1,0,0
0.87956,0.74119,0.34156,2.25978,0.42717,1,0,0
0.34194,0.03619,0.63769,0.5163,0.24697,1,0,0
0.10369,0.12756,0.67856,0.47693,0.2438,1,0,0
0.27131,0.93119,0.60556,1.235,0.37051,1,0,0
0.35919,0.80844,0.04244,1.45826,0.26221,1,0,0
0.51419,0.50781,0.16344,1.35892,0.27297,1,0,0
0.54344,0.84019,0.12506,1.82393,0.3041,1,0,0
0.39106,0.04506,0.25019,0.55991,0.21509,1,0,0
0.99094,0.70181,0.54194,2.34027,0.53446,1,0,0
0.43919,0.35444,0.69644,0.98827,0.33821,1,0,0
0.61944,0.35319,0.38056,1.23219,0.30839,1,0,0
0.62356,0.04181,0.67444,0.6526,0.27827,1,0,0
0.03569,0.91231,0.86569,0.75085,0.35083,1,0,0
0.97019,0.75619,0.11594,2.53308,0.38656,1,0,0
0.46181,0.32231,0.21144,0.99879,0.25059,1,0,0
0.33606,0.31319,0.72769,0.81669,0.31406,1,0,0
0.24531,0.49269,0.96844,0.87883,0.37773,1,0,0
0.48956,0.79344,0.50731,1.60749,0.39,1,0,0
0.29456,0.26556,0.93131,0.72636,0.33028,1,0,0
0.30706,0.56856,0.84006,1.02284,0.3809,1,0,0
0.55081,0.04381,0.49769,0.63113,0.25106,1,0,0
0.58744,0.01569,0.93069,0.60541,0.30238,1,0,0
0.27794,0.17519,0.96369,0.5988,0.30405,1,0,0
0.24869,0.44194,0.63219,0.87204,0.30662,1,0,0
0.95756,0.75106,0.44744,2.3957,0.49088,1,0,0
0.58181,0.56431,0.10794,1.54881,0.28041,1,0,0
0.50619,0.55581,0.06844,1.43628,0.26525,1,0,0
0.41356,0.71194,0.09344,1.4608,0.26841,1,0,0
0.16744,0.31069,0.48756,0.67056,0.25345,1,0,0
0.18644,0.06094,0.25506,0.45627,0.20531,1,0,0
0.99606,0.78206,0.51331,2.52968,0.54567,1,0,0
0.42019,0.34719,0.20431,0.9875,0.2476,1,0,0
0.55069,0.62119,0.35206,1.54801,0.33416,1,0,0
0.16669,0.45631,0.36556,0.80351,0.2526,1,0,0
0.40131,0.11669,0.95669,0.63987,0.3105,1,0,0
0.27331,0.06856,0.38506,0.50463,0.22045,1,0,0
0.87181,0.06506,0.14156,0.83067,0.23323,1,0,0
0.84794,0.89081,0.41594,2.3568,0.47032,1,0,0
0.89044,0.23219,0.48081,1.2636,0.34474,1,0,0
0.63269,0.51506,0.32581,1.53536,0.3274,1,0,0
0.82181,0.83981,0.46094,2.24715,0.47116,1,0,0
0.03744,0.29131,0.49519,0.53849,0.23615,1,0,0
0.25006,0.00494,0.36019,0.46629,0.21336,1,0,0
0.11456,0.50831,0.38869,0.79581,0.25534,1,0,0
0.04331,0.50694,0.37819,0.69567,0.24225,1,0,0
0.46706,0.99369,0.54756,1.6273,0.41171,1,0,0
0.91431,0.90644,0.97031,2.04559,0.68056,1,0,0
0.09206,0.45169,0.67094,0.68723,0.2842,1,0,0
0.77081,0.59356,0.00956,1.89014,0.30278,1,0,0
0.22331,0.63569,0.44194,1.04069,0.29439,1,0,0
0.81856,0.76381,0.92594,1.88864,0.60275,1,0,0
0.88569,0.09769,0.14031,1.00347,0.24453,1,0,0
0.35206,0.59694,0.13319,1.21678,0.25517,1,0,0
0.83856,0.35981,0.11456,1.49991,0.28375,1,0,0
0.39056,0.23256,0.36694,0.82994,0.25598,1,0,0
0.70194,0.61319,0.80206,1.63069,0.49042,1,0,0
0.25681,0.64131,0.00894,1.14,0.23793,1,0,0
0.10469,0.17681,0.19456,0.51421,0.20597,1,0,0
0.20294,0.59256,0.67794,0.92347,0.32829,1,0,0
0.91844,0.40706,0.23281,1.71308,0.33508,1,0,0
0.09756,0.82094,0.94819,0.81204,0.37911,1,0,0
0.06144,0.24606,0.26006,0.54652,0.21353,1,0,0
0.72631,0.06156,0.62644,0.71454,0.28565,1,0,0
0.22981,0.44856,0.02481,0.90526,0.22323,1,0,0
0.60119,0.41919,0.11331,1.34268,0.26508,1,0,0
0.64169,0.41969,0.59094,1.32695,0.3707,1,0,0
0.31031,0.49931,0.27569,1.05588,0.26414,1,0,0
0.03544,0.65919,0.36431,0.77605,0.25001,1,0,0
0.53144,0.02281,0.31181,0.61504,0.22675,1,0,0
0.39944,0.84569,0.87594,1.29865,0.46012,1,0,0
0.47756,0.66431,0.51519,1.46906,0.36946,1,0,0
0.16044,0.09231,0.74494,0.48509,0.25233,1,0,0
0.54781,0.62219,0.18544,1.56453,0.29573,1,0,0
0.00369,0.15306,0.43394,0.42648,0.21445,1,0,0
0.68069,0.25344,0.18806,1.14474,0.26174,1,0,0
0.28156,0.50531,0.49781,1.00284,0.3,1,0,0
0.42969,0.53431,0.65281,1.2111,0.36465,1,0,0
0.15231,0.92056,0.11619,1.11835,0.24384,1,0,0
0.98694,0.95919,0.91331,2.23702,0.70289,1,0,0
0.42031,0.25006,0.03106,0.90221,0.22374,1,0,0
0.59981,0.95169,0.35881,1.95308,0.38613,1,0,0
0.27194,0.89494,0.17756,1.32676,0.27017,1,0,0
0.98731,0.77069,0.12231,2.59723,0.39607,1,0,0
0.12231,0.22656,0.20106,0.58719,0.21226,1,0,0
0.17494,0.27931,0.16419,0.68007,0.21671,1,0,0
0.40006,0.25531,0.88619,0.81482,0.33888,1,0,0
0.89769,0.82106,0.93856,2.04168,0.65091,1,0,0
0.88869,0.81031,0.45569,2.37322,0.48925,1,0,0
0.07769,0.52294,0.85006,0.7088,0.32109,1,0,0
0.04656,0.01931,0.45469,0.37018,0.20799,1,0,0
0.12781,0.77656,0.55081,0.95577,0.31057,1,0,0
0.49331,0.97319,0.75631,1.55129,0.47278,1,0,0
0.60106,0.86131,0.79469,1.67368,0.50854,1,0,0
0.05006,0.86069,0.88231,0.76505,0.35583,1,0,0
0.07794,0.89294,0.53631,0.89919,0.30243,1,0,0
0.87656,0.30244,0.53969,1.34121,0.37518,1,0,0
0.62281,0.01206,0.36281,0.64815,0.23629,1,0,0
0.51931,0.34856,0.48794,1.0915,0.31225,1,0,0
0.83894,0.99356,0.58131,2.30809,0.53721,1,0,0
0.98494,0.40406,0.66381,1.69751,0.46715,1,0,0
0.19119,0.46244,0.34081,0.83764,0.25262,1,0,0
0.53531,0.86869,0.20944,1.80426,0.32307,1,0,0
0.22144,0.78606,0.83731,1.03089,0.39346,1,0,0
0.68331,0.71669,0.20556,1.91587,0.33604,1,0,0
0.06894,0.27994,0.26619,0.57269,0.21651,1,0,0
0.17356,0.42544,0.55219,0.7778,0.27865,1,0,0
0.89794,0.21606,0.14931,1.22922,0.26923,1,0,0
0.70606,0.79269,0.36894,2.04135,0.40062,1,0,0
0.55144,0.74694,0.79706,1.5234,0.47262,1,0,0
0.66831,0.72819,0.86419,1.652,0.52454,1,0,0
0.73169,0.60494,0.87569,1.61567,0.51687,1,0,0
0.62381,0.52706,0.27856,1.54749,0.31782,1,0,0
0.71894,0.85469,0.43544,2.07854,0.43502,1,0,0
0.47631,0.95181,0.98419,1.3532,0.51347,1,0,0
0.36156,0.70981,0.94344,1.15014,0.44196,1,0,0
0.28206,0.53344,0.98244,0.94589,0.39794,1,0,0
0.47469,0.50981,0.34969,1.29983,0.30519,1,0,0
0.35269,0.78631,0.15306,1.41397,0.27338,1,0,0
0.62419,0.34919,0.19944,1.22163,0.26997,1,0,0
0.95331,0.26269,0.53144,1.37326,0.37669,1,0,0
0.01469,0.48169,0.18506,0.63746,0.21486,1,0,0
0.18681,0.75544,0.21656,1.08509,0.25602,1,0,0
0.63319,0.90306,0.67219,1.82075,0.48782,1,0,0
0.02619,0.33831,0.71756,0.53899,0.26366,1,0,0
0.86681,0.19294,0.90381,1.03304,0.39642,1,0,0
0.30419,0.71656,0.60919,1.184,0.35692,1,0,0
0.50856,0.77756,0.40406,1.64938,0.36135,1,0,0
0.15981,0.59869,0.70819,0.8657,0.32582,1,0,0
0.53506,0.19081,0.85844,0.795,0.32999,1,0,0
0.77681,0.54031,0.32919,1.78967,0.36309,1,0,0
0.41594,0.17231,0.35569,0.73908,0.24393,1,0,0
0.07881,0.33094,0.86369,0.57151,0.28965,1,0,0
0.03694,0.46044,0.70706,0.62064,0.27852,1,0,0
0.42544,0.43294,0.26331,1.12278,0.26943,1,0,0
0.03844,0.92081,0.21106,0.88974,0.23868,1,0,0
0.01994,0.39856,0.56756,0.58613,0.2529,1,0,0
0.23969,0.69406,0.18019,1.14537,0.25523,1,0,0
0.71556,0.03081,0.49069,0.70935,0.26228,1,0,0
0.32944,0.48194,0.70956,1.01098,0.3446,1,0,0
0.68219,0.87669,0.45669,2.00679,0.43388,1,0,0
0.19531,0.78919,0.25581,1.12524,0.26699,1,0,0
0.58719,0.15506,0.73594,0.82098,0.31391,1,0,0
0.51856,0.63519,0.18294,1.53943,0.29203,1,0,0
0.51919,0.58506,0.93244,1.27779,0.45709,1,0,0
0.08981,0.47844,0.55444,0.715,0.27083,1,0,0
0.99419,0.79531,0.30294,2.61236,0.46062,1,0,0
0.18556,0.09669,0.42131,0.51823,0.22469,1,0,0
0.17569,0.93094,0.83869,0.98087,0.3915,1,0,0
0.14781,0.44731,0.86106,0.73309,0.32513,1,0,0
0.66344,0.02656,0.90919,0.65209,0.3127,1,0,0
0.23119,0.01094,0.64719,0.44375,0.23415,1,0,0
0.08956,0.22594,0.26819,0.55605,0.21511,1,0,0
0.08344,0.26756,0.88506,0.54777,0.28571,1,0,0
0.83756,0.48931,0.43269,1.74528,0.39152,1,0,0
0.67869,0.52681,0.73331,1.53435,0.44506,1,0,0
0.20781,0.56781,0.70031,0.91806,0.3312,1,0,0
0.34469,0.72319,0.42869,1.29207,0.32412,1,0,0
0.86856,0.18606,0.57269,1.06887,0.33231,1,0,0
0.00706,0.20444,0.43669,0.44943,0.21769,1,0,0
0.22869,0.14381,0.53881,0.58203,0.24576,1,0,0
0.49106,0.85231,0.35006,1.67804,0.34889,1,0,0
0.63106,0.15794,0.04781,0.92594,0.22712,1,0,0
0.32219,0.57856,0.98781,1.00355,0.41417,1,0,0
0.05831,0.51131,0.31131,0.72505,0.23639,1,0,0
0.18169,0.31156,0.26669,0.69971,0.22884,1,0,0
0.98556,0.81081,0.91069,2.20502,0.68153,1,0,0
0.96969,0.79906,0.48394,2.50194,0.52748,1,0,0
0.55206,0.72331,0.66356,1.55557,0.43265,1,0,0
0.05444,0.31569,0.17319,0.57699,0.20945,1,0,0
0.31019,0.55956,0.06419,1.13933,0.24131,1,0,0
0.58156,0.20169,0.51094,0.87123,0.28469,1,0,0
0.44381,0.85856,0.71444,1.45771,0.43846,1,0,0
0.91094,0.20831,0.63419,1.16947,0.3685,1,0,0
0.88744,0.88506,0.48431,2.38999,0.50878,1,0,0
0.89069,0.62131,0.29231,2.10578,0.39093,1,0,0
0.60056,0.82819,0.08219,1.92992,0.30671,1,0,0
0.75981,0.12456,0.10481,0.96558,0.23538,1,0,0
0.72169,0.74994,0.42569,1.97188,0.41369,1,0,0
0.46844,0.90256,0.31694,1.67693,0.33919,1,0,0
0.36556,0.74194,0.47194,1.32985,0.34061,1,0,0
0.51956,0.30856,0.39069,1.0324,0.28624,1,0,0
0.34544,0.53694,0.09856,1.16479,0.24669,1,0,0
0.62181,0.22581,0.39819,1.01593,0.28597,1,0,0
0.90531,0.09419,0.83406,0.93941,0.36582,1,0,0
0.31731,0.15769,0.61569,0.64489,0.26474,1,0,0
0.77331,0.96056,0.39894,2.28763,0.45048,1,0,0
0.07944,0.46506,0.58706,0.68353,0.27109,1,0,0
0.35306,0.91281,0.36706,1.45614,0.32946,1,0,0
0.12994,0.76281,0.53644,0.95645,0.30732,1,0,0
0.03381,0.50631,0.35506,0.68427,0.23785,1,0,0
0.20956,0.00894,0.89131,0.42731,0.25455,1,0,0
0.05181,0.50256,0.96206,0.65055,0.32819,1,0,0
0.29719,0.38419,0.36081,0.91244,0.2643,1,0,0
0.77519,0.68094,0.77619,1.85217,0.52839,1,0,0
0.81519,0.48306,0.06719,1.73483,0.29603,1,0,0
0.28231,0.41069,0.32181,0.91785,0.25831,1,0,0
0.63819,0.53569,0.47069,1.54321,0.36889,1,0,0
0.21881,0.98406,0.60594,1.1492,0.35908,1,0,0
0.63244,0.34806,0.55794,1.19939,0.34475,1,0,0
0.97194,0.71094,0.74319,2.2076,0.59912,1,0,0
0.99319,0.65981,0.50006,2.3238,0.50218,1,0,0
0.31369,0.16819,0.99569,0.61897,0.31311,1,0,0
0.79206,0.61244,0.64731,1.81748,0.47342,1,0,0
0.48206,0.45606,0.26919,1.21192,0.28022,1,0,0
0.63731,0.43344,0.30531,1.38507,0.30853,1,0,0
0.85131,0.60231,0.01906,2.02764,0.31807,1,0,0
0.14256,0.25319,0.48581,0.61219,0.2444,1,0,0
0.36081,0.90594,0.34744,1.46763,0.32491,1,0,0
0.76944,0.87294,0.17694,2.2692,0.36546,1,0,0
0.53919,0.46319,0.80056,1.20282,0.40337,1,0,0
0.12819,0.84419,0.07881,1.04274,0.23459,1,0,0
0.12419,0.61844,0.49456,0.86937,0.28338,1,0,0
0.43731,0.03269,0.05806,0.58962,0.20532,1,0,0
0.02844,0.53769,0.38719,0.69333,0.2437,1,0,0
0.02031,0.06131,0.57244,0.36059,0.21458,1,0,0
0.12381,0.47206,0.13419,0.77311,0.22097,1,0,0
0.07194,0.30169,0.34856,0.58378,0.2259,1,0,0
0.28531,0.90731,0.81444,1.16317,0.41982,1,0,0
0.17144,0.64719,0.78131,0.91269,0.35167,1,0,0
0.45969,0.95506,0.17406,1.72583,0.30512,1,0,0
0.26544,0.19444,0.77231,0.61645,0.28135,1,0,0
0.31481,0.28444,0.20781,0.81926,0.23285,1,0,0
0.18969,0.40931,0.15844,0.81446,0.22635,1,0,0
0.78294,0.83944,0.01269,2.316,0.33704,1,0,0
0.10131,0.84869,0.39194,0.95949,0.278,1,0,0
0.52844,0.77394,0.99819,1.39538,0.52134,1,0,0
0.09531,0.41094,0.53756,0.68274,0.26294,1,0,0
0.32019,0.52156,0.46206,1.08467,0.30396,1,0,0
0.91956,0.72944,0.05319,2.40028,0.35751,1,0,0
0.90481,0.68719,0.13894,2.31485,0.36533,1,0,0
0.65206,0.60156,0.87331,1.49365,0.48844,1,0,0
0.58906,0.22281,0.09431,0.98646,0.2355,1,0,0
0.10194,0.25181,0.18106,0.59077,0.21098,1,0,0
0.49506,0.92044,0.41094,1.71958,0.37665,1,0,0
0.60556,0.81781,0.64769,1.73929,0.45905,1,0,0
0.72756,0.64219,0.95969,1.63844,0.55193,1,0,0
0.52119,0.34769,0.62731,1.07516,0.33898,1,0,0
0.27931,0.05019,0.02931,0.51037,0.19916,1,0,0
0.62069,0.01731,0.24669,0.66072,0.22563,1,0,0
0.48981,0.39244,0.94419,1.06688,0.40884,1,0,0
0.92994,0.69019,0.48919,2.25508,0.48596,1,0,0
0.74281,0.68594,0.51444,1.91619,0.43632,1,0,0
0.03131,0.28544,0.67869,0.52154,0.25473,1,0,0
0.95531,0.77381,0.76981,2.25038,0.61389,1,0,0
0.86506,0.51244,0.96244,1.68787,0.55745,1,0,0
0.08531,0.54244,0.25619,0.78711,0.2353,1,0,0
0.67244,0.05419,0.84944,0.67255,0.3096,1,0,0
0.18894,0.29156,0.84606,0.66113,0.304,1,0,0
0.99444,0.70744,0.23031,2.46871,0.41919,1,0,0
0.47319,0.02006,0.42944,0.5819,0.23436,1,0,0
0.53369,0.95944,0.32844,1.83697,0.3609,1,0,0
0.52394,0.65256,0.98494,1.34182,0.49294,1,0,0
0.17531,0.47369,0.84219,0.78361,0.33318,1,0,0
0.24219,0.23431,0.32106,0.70021,0.23495,1,0,0
0.23906,0.94081,0.67119,1.15869,0.37791,1,0,0
0.42694,0.91631,0.99156,1.27034,0.49658,1,0,0
0.17681,0.84081,0.55094,1.05486,0.32643,1,0,0
0.71931,0.96444,0.24556,2.2276,0.37952,1,0,0
0.61144,0.46006,0.29119,1.37927,0.30428,1,0,0
0.18231,0.22306,0.73231,0.61617,0.27699,1,0,0
0.86706,0.81969,0.74144,2.15104,0.57807,1,0,0
0.72106,0.30056,0.76131,1.17002,0.39074,1,0,0
0.49444,0.50819,0.12469,1.3373,0.26462,1,0,0
0.88469,0.20306,0.32681,1.13399,0.29094,1,0,0
0.35481,0.60281,0.76844,1.12364,0.38419,1,0,0
0.53606,0.73544,0.60369,1.56533,0.41581,1,0,0
0.56656,0.51894,0.38781,1.43935,0.33279,1,0,0
0.29119,0.38694,0.24544,0.91339,0.24569,1,0,0
0.28944,0.76744,0.84844,1.12204,0.41262,1,0,0
0.41694,0.96169,0.38406,1.59933,0.35209,1,0,0
0.49631,0.96294,0.70944,1.58428,0.46116,1,0,0
0.57531,0.51806,0.22994,1.46933,0.29665,1,0,0
0.02744,0.56844,0.26856,0.70816,0.22948,1,0,0
0.36331,0.00319,0.12244,0.52429,0.20328,1,0,0
0.15869,0.38069,0.23556,0.75447,0.22975,1,0,0
0.46794,0.28194,0.07744,0.97438,0.23193,1,0,0
0.20881,0.34594,0.17369,0.75969,0.22385,1,0,0
0.10606,0.67069,0.87056,0.81127,0.35296,1,0,0
0.62244,0.14431,0.88669,0.82206,0.34074,1,0,0
0.78031,0.03831,0.21544,0.7618,0.23404,1,0,0
0.79744,0.54119,0.59481,1.74981,0.43975,1,0,0
0.43406,0.00531,0.43506,0.54923,0.23024,1,0,0
0.34106,0.77581,0.00569,1.40241,0.25635,1,0,0
0.93094,0.78469,0.62981,2.30445,0.55882,1,0,0
0.41669,0.76294,0.84719,1.31676,0.44912,1,0,0
0.90119,0.67931,0.56494,2.16873,0.50824,1,0,0
0.92031,0.40469,0.15869,1.71889,0.31587,1,0,0
0.15656,0.69906,0.40344,0.98161,0.28109,1,0,0
0.49569,0.06669,0.68831,0.5943,0.2684,1,0,0
0.72781,0.37119,0.16144,1.41439,0.28107,1,0,0
0.57081,0.14119,0.32669,0.84295,0.25271,1,0,0
0.99344,0.51481,0.07856,2.09648,0.33786,1,0,0
0.15931,0.29556,0.26356,0.6715,0.22575,1,0,0
0.85994,0.90081,0.86194,2.07066,0.62858,1,0,0
0.54006,0.63231,0.12181,1.58358,0.28467,1,0,0
0.39706,0.66569,0.73931,1.27552,0.40537,1,0,0
0.78519,0.29319,0.93431,1.19292,0.43924,1,0,0
0.95131,0.18431,0.36306,1.15997,0.3044,1,0,0
0.57206,0.72169,0.73206,1.56949,0.45801,1,0,0
0.32206,0.65119,0.81494,1.12634,0.39878,1,0,0
0.21306,0.73269,0.62081,1.0392,0.33864,1,0,0
0.01269,0.94494,0.72406,0.76,0.32219,1,0,0
0.96206,0.53231,0.24619,2.06316,0.37875,1,0,0
0.73494,0.65431,0.35331,1.91931,0.38003,1,0,0
0.13294,0.48994,0.57231,0.78297,0.28368,1,0,0
0.50669,0.70844,0.60581,1.50123,0.40445,1,0,0
0.68719,0.38156,0.85606,1.27958,0.42816,1,0,0
0.84881,0.94319,0.38769,2.4328,0.46533,1,0,0
0.71006,0.56994,0.75231,1.60383,0.4676,1,0,0
0.74681,0.54306,0.88631,1.58747,0.5096,1,0,0
0.77119,0.54781,0.96569,1.58772,0.5381,1,0,0
0.90169,0.31394,0.52556,1.38589,0.37982,1,0,0
0.55344,0.38256,0.74606,1.15606,0.3772,1,0,0
0.96269,0.23544,0.50719,1.3313,0.36568,1,0,0
0.15431,0.35694,0.92856,0.67132,0.3198,1,0,0
0.72469,0.93881,0.07806,2.27406,0.33887,1,0,0
0.76556,0.76056,0.90294,1.82042,0.57494,1,0,0
0.95081,0.56094,0.14631,2.12434,0.35403,1,0,0
0.77944,0.85844,0.30106,2.24735,0.40386,1,0,0
0.67444,0.60181,0.09844,1.72565,0.29614,1,0,0
0.35594,0.56344,0.41844,1.17237,0.30573,1,0,0
0.38269,0.75931,0.71194,1.31138,0.40718,1,0,0
0.48281,0.92381,0.38931,1.70287,0.36612,1,0,0
0.40706,0.30644,0.31194,0.92113,0.25841,1,0,0
0.83869,0.42644,0.01531,1.6842,0.28703,1,0,0
0.54431,0.35894,0.26069,1.15988,0.27385,1,0,0
0.65881,0.42969,0.83506,1.30606,0.42763,1,0,0
0.98819,0.53756,0.39994,2.0869,0.43786,1,0,0
0.80694,0.30269,0.31981,1.32527,0.31304,1,0,0
0.90656,0.15906,0.82919,1.04019,0.38281,1,0,0
0.51019,0.72231,0.77744,1.45162,0.45087,1,0,0
0.20731,0.46869,0.83119,0.81111,0.33565,1,0,0
0.57694,0.49956,0.65544,1.36264,0.38822,1,0,0
0.69181,0.56544,0.07031,1.7223,0.29159,1,0,0
0.19306,0.18981,0.46944,0.57436,0.23705,1,0,0
0.53019,0.78394,0.22569,1.72704,0.31924,1,0,0
0.13806,0.04669,0.82594,0.40888,0.24468,1,0,0
