vf,width,thickness,k11,k33,p,t,h
0.02594,0.63319,0.68031,0.76438,0.25002,0,0,1
0.07556,0.55481,0.76294,0.71882,0.2523,0,0,1
0.58769,0.61794,0.13806,1.65838,0.28921,0,0,1
0.28394,0.00456,0.92744,0.52939,0.23549,0,0,1
0.18719,0.48131,0.30244,0.87195,0.23306,0,0,1
0.45731,0.43494,0.11544,1.22358,0.25102,0,0,1
0.73919,0.39081,0.94069,1.43668,0.38417,0,0,1
0.17631,0.49581,0.94319,0.8352,0.28302,0,0,1
0.92144,0.20656,0.42531,1.11813,0.29073,0,0,1
0.85169,0.67956,0.87606,2.16479,0.49273,0,0,1
0.74856,0.18181,0.10756,0.9819,0.23981,0,0,1
0.32056,0.54831,0.51456,1.05129,0.26852,0,0,1
0.89944,0.74244,0.22619,2.51097,0.39888,0,0,1
0.51594,0.28819,0.92106,1.04939,0.31433,0,0,1
0.77281,0.04519,0.20406,0.87083,0.22932,0,0,1
0.06094,0.65094,0.85869,0.81504,0.27304,0,0,1
0.61269,0.14981,0.24794,0.85642,0.23345,0,0,1
0.10244,0.59856,0.36844,0.84561,0.23425,0,0,1
0.35069,0.21056,0.99306,0.6503,0.26317,0,0,1
0.97269,0.76894,0.62994,2.58329,0.51152,0,0,1
0.39294,0.17506,0.96331,0.67382,0.26598,0,0,1
0.56481,0.16044,0.55994,0.83759,0.25285,0,0,1
0.36419,0.37656,0.71344,1.01041,0.28294,0,0,1
0.35944,0.29994,0.04981,0.94856,0.22701,0,0,1
0.56706,0.90044,0.60569,1.8967,0.3836,0,0,1
0.76019,0.71544,0.68819,2.10579,0.4326,0,0,1
0.11044,0.19944,0.90019,0.49274,0.23144,0,0,1
0.40381,0.22106,0.11956,0.73034,0.21647,0,0,1
0.44481,0.16406,0.96831,0.70581,0.27235,0,0,1
0.15256,0.65019,0.02294,1.01589,0.22999,0,0,1
0.00069,0.50144,0.97669,0.60911,0.2525,0,0,1
0.60731,0.52031,0.15356,1.47641,0.27874,0,0,1
0.11131,0.44794,0.75806,0.74369,0.25423,0,0,1
0.41581,0.57206,0.01931,1.24156,0.24906,0,0,1
0.83281,0.82419,0.96081,2.27139,0.53715,0,0,1
0.61456,0.91594,0.02994,2.11214,0.32343,0,0,1
0.98856,0.02381,0.62181,0.97445,0.27422,0,0,1
0.35294,0.42269,0.21369,1.07459,0.24427,0,0,1
0.85481,0.70006,0.85469,2.21377,0.49616,0,0,1
0.91869,0.36731,0.53581,1.69221,0.36668,0,0,1
0.72406,0.88381,0.44569,2.23178,0.40093,0,0,1
0.60131,0.31494,0.25906,1.26427,0.26699,0,0,1
0.44106,0.92394,0.85494,1.60205,0.38918,0,0,1
0.60144,0.25506,0.74044,1.01716,0.29402,0,0,1
0.13894,0.73656,0.27119,1.04747,0.24359,0,0,1
0.43256,0.88344,0.12419,1.69518,0.28828,0,0,1
0.00919,0.27069,0.87019,0.5271,0.23257,0,0,1
0.65044,0.93019,0.75869,2.12696,0.44958,0,0,1
0.80244,0.51431,0.98531,1.64392,0.43268,0,0,1
0.67544,0.20081,0.61519,0.91976,0.27533,0,0,1
0.81206,0.32156,0.23481,1.53332,0.29546,0,0,1
0.30744,0.20206,0.09681,0.65461,0.20998,0,0,1
0.16131,0.37081,0.71906,0.76806,0.25321,0,0,1
0.93331,0.04569,0.74506,0.9502,0.28846,0,0,1
0.69794,0.50506,0.06144,1.60034,0.28562,0,0,1
0.61469,0.46119,0.47806,1.41682,0.30968,0,0,1
0.40356,0.24856,0.64281,0.82415,0.25574,0,0,1
0.50319,0.32506,0.12931,1.16573,0.2472,0,0,1
0.05644,0.93994,0.99406,0.8703,0.29991,0,0,1
0.32544,0.40656,0.62169,0.99733,0.27238,0,0,1
0.02869,0.48344,0.44294,0.65705,0.22281,0,0,1
0.87869,0.97744,0.05269,2.91297,0.41744,0,0,1
0.51131,0.97056,0.33156,2.02192,0.34336,0,0,1
0.11056,0.83931,0.89381,0.97689,0.30248,0,0,1
0.66156,0.53406,0.05344,1.57091,0.28114,0,0,1
0.60231,0.57506,0.38281,1.48151,0.3047,0,0,1
0.92644,0.11294,0.30219,1.04151,0.25915,0,0,1
0.54831,0.10681,0.38269,0.76665,0.23234,0,0,1
0.55106,0.38269,0.81894,1.23179,0.32867,0,0,1
0.43806,0.00019,0.34581,0.64751,0.21699,0,0,1
0.02369,0.34419,0.76869,0.59655,0.23519,0,0,1
0.05194,0.33131,0.99431,0.61886,0.25313,0,0,1
0.58731,0.29019,0.59294,1.14181,0.28993,0,0,1
0.96956,0.13869,0.51994,1.09879,0.29088,0,0,1
0.67094,0.88606,0.96419,1.98181,0.47745,0,0,1
0.14894,0.54006,0.63244,0.81616,0.25236,0,0,1
0.36631,0.93756,0.22281,1.64033,0.2906,0,0,1
0.75481,0.99906,0.52669,2.6133,0.46305,0,0,1
0.05881,0.89456,0.83556,0.90094,0.28613,0,0,1
0.67306,0.05731,0.93744,0.79382,0.27865,0,0,1
0.78981,0.15919,0.83544,0.9421,0.30567,0,0,1
0.12894,0.37581,0.94944,0.7169,0.26554,0,0,1
0.61294,0.63531,0.91969,1.66904,0.4091,0,0,1
0.29919,0.60919,0.29794,1.16862,0.25743,0,0,1
0.67144,0.08281,0.42406,0.81162,0.23879,0,0,1
0.04531,0.61656,0.85244,0.76647,0.26593,0,0,1
0.54219,0.00556,0.83294,0.67593,0.25121,0,0,1
0.73119,0.95794,0.68106,2.40146,0.47076,0,0,1
0.74469,0.64756,0.88331,1.92045,0.44753,0,0,1
0.30956,0.15594,0.06256,0.64486,0.20834,0,0,1
0.99356,0.19606,0.89994,1.11462,0.35998,0,0,1
0.17294,0.50744,0.88644,0.83484,0.27807,0,0,1
0.11906,0.29706,0.88594,0.64801,0.25153,0,0,1
0.66631,0.20519,0.65606,0.90847,0.27733,0,0,1
0.11844,0.90569,0.31169,1.06488,0.2487,0,0,1
0.88544,0.18306,0.61794,1.07484,0.30778,0,0,1
0.19406,0.17781,0.71394,0.56142,0.2288,0,0,1
0.86206,0.86094,0.11531,2.55774,0.38794,0,0,1
0.13644,0.99731,0.94056,1.02348,0.31637,0,0,1
0.75431,0.57894,0.07656,1.75684,0.30121,0,0,1
0.97894,0.03744,0.77781,0.96921,0.29296,0,0,1
0.82119,0.36469,0.51856,1.56008,0.3403,0,0,1
0.50981,0.88369,0.42419,1.80826,0.33851,0,0,1
0.40669,0.87969,0.20694,1.63448,0.29005,0,0,1
0.03906,0.52456,0.92269,0.66351,0.25662,0,0,1
0.07119,0.85006,0.87681,0.91023,0.29134,0,0,1
0.31319,0.81331,0.80406,1.35621,0.34253,0,0,1
0.37544,0.26281,0.16869,0.87639,0.22672,0,0,1
0.24769,0.77894,0.51931,1.24274,0.28639,0,0,1
0.96394,0.97806,0.79369,2.69616,0.58387,0,0,1
0.95881,0.33631,0.21406,1.74601,0.32435,0,0,1
0.76044,0.73244,0.61494,2.15054,0.42402,0,0,1
0.45369,0.59956,0.98644,1.33673,0.36393,0,0,1
0.81031,0.92844,0.59656,2.49043,0.47183,0,0,1
0.13094,0.64431,0.56731,0.94614,0.25958,0,0,1
0.53169,0.11769,0.37881,0.7634,0.2317,0,0,1
0.77969,0.49606,0.80544,1.625,0.39713,0,0,1
0.39631,0.36719,0.58756,1.05396,0.27521,0,0,1
0.18244,0.69081,0.51644,1.08175,0.26885,0,0,1
0.02469,0.69169,0.20644,0.80927,0.2216,0,0,1
0.51619,0.44756,0.63919,1.26497,0.30865,0,0,1
0.66269,0.53919,0.45881,1.51756,0.32196,0,0,1
0.86656,0.11681,0.41019,0.98772,0.26153,0,0,1
0.09194,0.31194,0.92294,0.64086,0.25248,0,0,1
0.28519,0.10981,0.36094,0.59532,0.21433,0,0,1
0.71669,0.91369,0.35019,2.25937,0.38469,0,0,1
0.23619,0.78769,0.32769,1.24621,0.26558,0,0,1
0.77831,0.58994,0.72219,1.82524,0.40535,0,0,1
0.69619,0.74969,0.35344,2.09307,0.36178,0,0,1
0.01119,0.15719,0.30769,0.42566,0.19824,0,0,1
0.99956,0.80944,0.17131,2.80457,0.43696,0,0,1
0.58944,0.34069,0.69656,1.24946,0.31445,0,0,1
0.25344,0.57481,0.92919,0.96798,0.30185,0,0,1
0.66931,0.96269,0.32031,2.3542,0.38205,0,0,1
0.50719,0.88231,0.18056,1.83941,0.30768,0,0,1
0.75344,0.35069,0.06244,1.5316,0.27824,0,0,1
0.39306,0.69581,0.88006,1.40104,0.35819,0,0,1
0.56969,0.01281,0.39706,0.72428,0.22665,0,0,1
0.44019,0.99794,0.24106,1.93453,0.31883,0,0,1
0.54106,0.38881,0.98556,1.19968,0.34628,0,0,1
0.74081,0.48881,0.64519,1.57704,0.35984,0,0,1
0.88969,0.03431,0.66444,0.91966,0.27028,0,0,1
0.67219,0.98681,0.50969,2.41428,0.42843,0,0,1
0.01619,0.70419,0.30606,0.80115,0.22621,0,0,1
0.76319,0.10169,0.86606,0.88511,0.2877,0,0,1
0.29269,0.47694,0.35769,1.00821,0.24952,0,0,1
0.44744,0.42131,0.51244,1.17175,0.28168,0,0,1
0.04956,0.09519,0.53069,0.41978,0.20461,0,0,1
0.17806,0.59281,0.04994,0.95392,0.22701,0,0,1
0.12869,0.77806,0.93381,0.98931,0.30819,0,0,1
0.91881,0.12319,0.50606,1.04062,0.28056,0,0,1
0.93194,0.99481,0.81469,2.57013,0.56622,0,0,1
0.56544,0.14194,0.10219,0.81904,0.22296,0,0,1
0.56906,0.65481,0.14869,1.75507,0.29683,0,0,1
0.24194,0.08044,0.64894,0.53214,0.22163,0,0,1
0.21781,0.11056,0.85056,0.53904,0.23257,0,0,1
0.03794,0.11394,0.91806,0.42493,0.22128,0,0,1
0.54681,0.54794,0.60494,1.35433,0.31783,0,0,1
0.12294,0.85369,0.06644,1.07016,0.23467,0,0,1
0.50631,0.60594,0.98394,1.42813,0.37786,0,0,1
0.11331,0.95244,0.71506,1.08226,0.29393,0,0,1
0.08844,0.10506,0.19469,0.46856,0.19869,0,0,1
0.09844,0.73169,0.80294,0.93508,0.28424,0,0,1
0.27094,0.87056,0.81269,1.29178,0.33605,0,0,1
0.63619,0.75881,0.40819,1.97339,0.35638,0,0,1
0.70319,0.38344,0.73269,1.42545,0.34775,0,0,1
0.76306,0.66631,0.29244,2.08077,0.35378,0,0,1
0.06931,0.98044,0.74906,0.97652,0.28565,0,0,1
0.75719,0.91994,0.82956,2.21223,0.4911,0,0,1
0.12219,0.70819,0.04056,1.00609,0.22947,0,0,1
0.96594,0.81669,0.56856,2.62817,0.50416,0,0,1
0.08969,0.51406,0.09069,0.75992,0.2151,0,0,1
0.23694,0.85219,0.48994,1.25215,0.28476,0,0,1
0.26906,0.58469,0.23694,1.05953,0.24397,0,0,1
0.21906,0.89181,0.01206,1.27386,0.24834,0,0,1
0.02494,0.09969,0.93306,0.41163,0.21924,0,0,1
0.01656,0.02594,0.73044,0.38982,0.20795,0,0,1
0.09544,0.11806,0.09719,0.47729,0.19756,0,0,1
0.61781,0.13381,0.69894,0.82752,0.26387,0,0,1
0.39044,0.46681,0.12631,1.15781,0.24643,0,0,1
0.91181,0.47281,0.70794,1.79596,0.41629,0,0,1
0.41844,0.93256,0.62069,1.69208,0.35479,0,0,1
0.56794,0.94769,0.42856,2.06683,0.36716,0,0,1
0.65394,0.68144,0.17419,1.92875,0.3174,0,0,1
0.34256,0.24544,0.34331,0.7725,0.22918,0,0,1
0.98594,0.53219,0.45431,1.96732,0.40308,0,0,1
0.01556,0.64656,0.17719,0.77775,0.2182,0,0,1
0.70506,0.11969,0.62744,0.87042,0.26322,0,0,1
0.01544,0.39406,0.63181,0.60746,0.22876,0,0,1
0.97781,0.06281,0.11681,1.02303,0.24139,0,0,1
0.96019,0.36981,0.85581,1.72014,0.43294,0,0,1
0.12506,0.45494,0.94994,0.75408,0.27168,0,0,1
0.46356,0.63981,0.24094,1.53453,0.28479,0,0,1
0.12456,0.42606,0.95244,0.7337,0.26889,0,0,1
0.78619,0.79656,0.08156,2.36565,0.35756,0,0,1
0.38456,0.02706,0.50481,0.6121,0.2214,0,0,1
0.67531,0.68056,0.43556,1.92571,0.35602,0,0,1
0.00394,0.89969,0.05381,0.84548,0.21918,0,0,1
0.26419,0.95006,0.05956,1.46254,0.26297,0,0,1
0.57356,0.44644,0.22094,1.37717,0.27347,0,0,1
0.02631,0.72644,0.44256,0.8262,0.23763,0,0,1
0.70956,0.38206,0.11506,1.501,0.27753,0,0,1
0.39756,0.47294,0.50581,1.13663,0.27766,0,0,1
0.18806,0.88681,0.18256,1.20369,0.25026,0,0,1
0.98194,0.92531,0.09981,2.95308,0.44269,0,0,1
0.99219,0.05606,0.69231,0.98589,0.28827,0,0,1
0.61881,0.45569,0.42656,1.42063,0.30243,0,0,1
0.39906,0.99644,0.83881,1.53229,0.37562,0,0,1
0.44519,0.30969,0.57894,1.03897,0.27374,0,0,1
0.57144,0.06269,0.18719,0.75305,0.21967,0,0,1
0.14806,0.94231,0.70106,1.1562,0.30125,0,0,1
0.34706,0.28706,0.15169,0.90742,0.22773,0,0,1
0.39669,0.94556,0.41669,1.70478,0.32206,0,0,1
0.23706,0.47856,0.22644,0.94536,0.23459,0,0,1
0.99531,0.35931,0.96344,1.73335,0.45997,0,0,1
0.18344,0.45906,0.05181,0.87449,0.22202,0,0,1
0.73369,0.59819,0.38856,1.82473,0.34358,0,0,1
0.57656,0.19506,0.81481,0.8358,0.27985,0,0,1
0.48894,0.49894,0.84169,1.24329,0.3337,0,0,1
0.83094,0.85831,0.77794,2.35151,0.50426,0,0,1
0.66444,0.10131,0.84331,0.82422,0.27491,0,0,1
0.61206,0.86506,0.85769,1.90652,0.43939,0,0,1
0.73981,0.23694,0.20981,1.0089,0.24807,0,0,1
0.60969,0.16094,0.45269,0.84892,0.24607,0,0,1
0.41019,0.04544,0.79131,0.63436,0.24225,0,0,1
0.09419,0.26994,0.12731,0.61554,0.20649,0,0,1
0.71181,0.44456,0.50056,1.5307,0.32836,0,0,1
0.82069,0.75231,0.81019,2.23733,0.49006,0,0,1
0.86944,0.68806,0.62906,2.28018,0.45231,0,0,1
0.93056,0.88919,0.26556,2.70461,0.4387,0,0,1
0.39731,0.48481,0.68794,1.12707,0.29689,0,0,1
0.66494,0.66219,0.73856,1.84797,0.40169,0,0,1
0.38819,0.72044,0.67244,1.44936,0.33158,0,0,1
0.16881,0.87444,0.59706,1.12611,0.28436,0,0,1
0.33344,0.52056,0.08481,1.09769,0.23965,0,0,1
0.18531,0.10969,0.16031,0.53597,0.20261,0,0,1
0.06681,0.08981,0.10731,0.44448,0.19554,0,0,1
0.31606,0.66869,0.60294,1.27811,0.29978,0,0,1
0.52369,0.83744,0.64431,1.77524,0.37315,0,0,1
0.48156,0.57569,0.51481,1.29408,0.2973,0,0,1
0.30669,0.27106,0.92481,0.82126,0.27771,0,0,1
0.58556,0.78869,0.91431,1.80972,0.43328,0,0,1
0.66031,0.61206,0.78769,1.73086,0.39556,0,0,1
0.86256,0.69481,0.02119,2.3805,0.35658,0,0,1
0.98069,0.41044,0.56231,1.83473,0.39801,0,0,1
0.16194,0.93069,0.62394,1.1706,0.29247,0,0,1
0.79256,0.59144,0.82694,1.8355,0.42887,0,0,1
0.73894,0.52981,0.78794,1.59298,0.38624,0,0,1
0.87631,0.24819,0.79306,1.24404,0.34616,0,0,1
0.15131,0.85744,0.79394,1.07013,0.30308,0,0,1
0.72419,0.32419,0.85306,1.40875,0.36382,0,0,1
0.16919,0.08569,0.12319,0.50665,0.19969,0,0,1
0.60569,0.10406,0.08019,0.824,0.222,0,0,1
0.32806,0.87506,0.57319,1.43298,0.31658,0,0,1
0.17656,0.14756,0.98731,0.51889,0.23986,0,0,1
0.05969,0.06944,0.46906,0.42584,0.2032,0,0,1
0.83156,0.60681,0.97781,1.92972,0.47205,0,0,1
0.04669,0.44881,0.26094,0.67652,0.215,0,0,1
0.88619,0.85669,0.72544,2.47083,0.51486,0,0,1
0.40969,0.10931,0.00106,0.69365,0.21081,0,0,1
0.76844,0.86356,0.65494,2.26735,0.45463,0,0,1
0.93944,0.53531,0.27944,1.93633,0.35984,0,0,1
0.63369,0.58969,0.66869,1.61339,0.35872,0,0,1
0.93181,0.69319,0.43419,2.44147,0.43647,0,0,1
0.29494,0.31606,0.35394,0.89845,0.239,0,0,1
0.25181,0.60819,0.24869,1.09409,0.24691,0,0,1
0.20931,0.35081,0.88806,0.8127,0.27351,0,0,1
0.98356,0.11081,0.69819,1.04731,0.30041,0,0,1
0.84094,0.16281,0.24281,1.02761,0.2526,0,0,1
0.85619,0.80244,0.06094,2.51272,0.37555,0,0,1
0.49269,0.15356,0.64406,0.77747,0.25101,0,0,1
0.67781,0.19006,0.42256,0.9287,0.25787,0,0,1
0.03581,0.81556,0.38794,0.87651,0.23833,0,0,1
0.52356,0.01244,0.29944,0.70216,0.21954,0,0,1
0.45406,0.72706,0.56831,1.58822,0.33366,0,0,1
0.89931,0.60306,0.22119,2.11217,0.35807,0,0,1
0.65956,0.61644,0.02569,1.77933,0.29467,0,0,1
0.29844,0.66156,0.92719,1.20564,0.33584,0,0,1
0.77506,0.65619,0.38069,2.0797,0.36909,0,0,1
0.17131,0.35381,0.13594,0.80109,0.21915,0,0,1
0.74344,0.58569,0.05244,1.79382,0.30133,0,0,1
0.02819,0.17031,0.98281,0.42602,0.22543,0,0,1
0.26031,0.33281,0.10406,0.888,0.22452,0,0,1
0.82144,0.43856,0.63994,1.66152,0.37284,0,0,1
0.06869,0.11194,0.86656,0.44181,0.22002,0,0,1
0.92756,0.57806,0.60244,1.95904,0.41966,0,0,1
0.69656,0.43231,0.38344,1.51888,0.30989,0,0,1
0.67056,0.75644,0.65681,1.99127,0.40562,0,0,1
0.47719,0.18594,0.47394,0.78219,0.24218,0,0,1
0.98431,0.62544,0.33581,2.40933,0.41857,0,0,1
0.31831,0.28719,0.58581,0.85687,0.2528,0,0,1
0.36681,0.99969,0.93544,1.44029,0.37829,0,0,1
0.62119,0.27444,0.46131,1.16407,0.27965,0,0,1
0.03669,0.26319,0.12331,0.53337,0.20102,0,0,1
0.51731,0.25044,0.36831,0.96703,0.25007,0,0,1
0.49144,0.72281,0.23169,1.69284,0.29832,0,0,1
0.71681,0.34669,0.75044,1.41114,0.34767,0,0,1
0.11106,0.70756,0.50506,0.96558,0.25602,0,0,1
0.48944,0.70969,0.51706,1.63848,0.33103,0,0,1
0.88056,0.99469,0.92019,2.41247,0.55864,0,0,1
0.59794,0.51819,0.14181,1.46435,0.27644,0,0,1
0.46444,0.95881,0.21219,1.89414,0.31313,0,0,1
0.39831,0.09144,0.91581,0.64663,0.25211,0,0,1
0.21606,0.48406,0.90556,0.8818,0.28632,0,0,1
0.19269,0.26581,0.34656,0.70963,0.2223,0,0,1
0.22094,0.88556,0.01069,1.27764,0.24861,0,0,1
0.47156,0.57594,0.63969,1.2822,0.31104,0,0,1
0.87606,0.22181,0.54394,1.07775,0.29869,0,0,1
0.09581,0.88906,0.90406,0.95859,0.30241,0,0,1
0.27231,0.36769,0.75894,0.89572,0.27236,0,0,1
0.38406,0.35406,0.22806,1.05642,0.24419,0,0,1
0.48444,0.61194,0.28669,1.47347,0.28558,0,0,1
0.62306,0.21919,0.01831,0.89849,0.22789,0,0,1
0.54794,0.81181,0.99931,1.72638,0.43642,0,0,1
0.35556,0.49994,0.99781,1.06062,0.32303,0,0,1
0.60319,0.61544,0.30456,1.69105,0.31088,0,0,1
0.93856,0.18556,0.17381,1.12621,0.26359,0,0,1
0.49481,0.40006,0.72794,1.18891,0.31024,0,0,1
0.22569,0.64956,0.97381,1.06583,0.32255,0,0,1
0.82919,0.85256,0.18731,2.47325,0.38661,0,0,1
0.53756,0.39331,0.80156,1.22439,0.32641,0,0,1
0.85281,0.60719,0.76019,2.03073,0.44777,0,0,1
0.16556,0.76319,0.61006,1.07769,0.27897,0,0,1
0.02281,0.09531,0.47631,0.40465,0.20141,0,0,1
0.67644,0.09681,0.75069,0.83372,0.26857,0,0,1
0.31719,0.59769,0.53394,1.16469,0.28062,0,0,1
0.23994,0.71419,0.78369,1.17175,0.31182,0,0,1
0.25969,0.84356,0.93569,1.24269,0.34784,0,0,1
0.82481,0.67581,0.93819,2.09734,0.49353,0,0,1
0.89506,0.68644,0.30681,2.36481,0.39633,0,0,1
0.86144,0.59006,0.85519,1.9159,0.45303,0,0,1
0.02444,0.11994,0.19669,0.42619,0.19583,0,0,1
0.47106,0.36806,0.24294,1.1724,0.2558,0,0,1
0.01519,0.98231,0.49794,0.94005,0.25412,0,0,1
0.08219,0.47919,0.35031,0.72957,0.22381,0,0,1
0.32519,0.38506,0.60006,0.9776,0.26731,0,0,1
0.41481,0.79994,0.30469,1.60222,0.2974,0,0,1
0.87144,0.11494,0.08119,1.02203,0.24033,0,0,1
0.73581,0.93231,0.97156,2.09927,0.50279,0,0,1
0.60294,0.87919,0.51731,1.97911,0.37807,0,0,1
0.54706,0.77119,0.26081,1.84254,0.31658,0,0,1
0.06806,0.79056,0.62806,0.91333,0.26337,0,0,1
0.81844,0.33394,0.88931,1.51155,0.39081,0,0,1
0.96281,0.91156,0.16369,2.81955,0.43734,0,0,1
0.24606,0.39506,0.45169,0.89764,0.24558,0,0,1
0.66881,0.88269,0.19794,2.16535,0.34655,0,0,1
0.61381,0.99331,0.78644,1.99563,0.43762,0,0,1
0.75569,0.62969,0.22181,2.01911,0.33678,0,0,1
0.10256,0.37594,0.16756,0.72019,0.21448,0,0,1
0.67631,0.45281,0.58456,1.47581,0.33302,0,0,1
0.21669,0.14881,0.56819,0.58221,0.22252,0,0,1
0.84444,0.06681,0.34119,0.91378,0.24257,0,0,1
0.76506,0.25794,0.03219,1.19689,0.2502,0,0,1
0.13444,0.37069,0.87531,0.73005,0.26175,0,0,1
0.73956,0.86806,0.11731,2.30641,0.35353,0,0,1
0.33356,0.93244,0.27719,1.55471,0.28859,0,0,1
0.83044,0.51919,0.21381,1.7857,0.3244,0,0,1
0.30606,0.92094,0.91819,1.34006,0.36008,0,0,1
0.15031,0.43069,0.41681,0.80064,0.23413,0,0,1
0.97519,0.85044,0.12794,2.79544,0.42859,0,0,1
0.23319,0.20344,0.94581,0.57336,0.24691,0,0,1
0.13731,0.09844,0.21594,0.49737,0.20125,0,0,1
0.41244,0.42744,0.96281,1.07966,0.32231,0,0,1
0.58206,0.50906,0.73681,1.37002,0.33857,0,0,1
0.81819,0.67831,0.69956,2.15013,0.4446,0,0,1
0.80369,0.61931,0.12494,2.02127,0.32879,0,0,1
0.16331,0.10781,0.76431,0.50393,0.2239,0,0,1
0.13419,0.35581,0.31069,0.74357,0.22283,0,0,1
0.79831,0.94206,0.01244,2.62562,0.37989,0,0,1
0.23781,0.54881,0.96869,0.91497,0.29744,0,0,1
0.57869,0.90606,0.10819,2.00574,0.31796,0,0,1
0.17819,0.21044,0.89481,0.54459,0.23883,0,0,1
0.71994,0.86256,0.27919,2.23569,0.36862,0,0,1
0.03231,0.65206,0.88019,0.76859,0.26925,0,0,1
0.06581,0.69306,0.46106,0.8796,0.24388,0,0,1
0.36706,0.23656,0.19069,0.71603,0.21755,0,0,1
0.94756,0.58856,0.44994,2.11416,0.40896,0,0,1
0.50606,0.63081,0.85144,1.50696,0.36939,0,0,1
0.79931,0.93869,0.28744,2.57339,0.40967,0,0,1
0.96819,0.18806,0.08731,1.15775,0.26036,0,0,1
0.64344,0.52781,0.62781,1.46632,0.33805,0,0,1
0.14006,0.84794,0.68644,1.05758,0.28727,0,0,1
0.09631,0.32494,0.97981,0.66155,0.25845,0,0,1
0.97631,0.45981,0.80069,1.86816,0.45604,0,0,1
0.43206,0.47456,0.73719,1.16459,0.30786,0,0,1
0.07294,0.12369,0.15131,0.46057,0.19733,0,0,1
0.94994,0.23606,0.26056,1.16262,0.27587,0,0,1
0.97556,0.90219,0.99219,2.54297,0.61694,0,0,1
0.96906,0.25431,0.05069,1.37093,0.27237,0,0,1
0.11269,0.07644,0.58769,0.45474,0.21033,0,0,1
0.85519,0.46831,0.53356,1.73942,0.37144,0,0,1
0.67944,0.89106,0.22256,2.18669,0.35287,0,0,1
0.13631,0.87394,0.99494,1.01149,0.32143,0,0,1
0.11869,0.04494,0.27131,0.45913,0.1995,0,0,1
0.79594,0.25844,0.30331,1.2909,0.27997,0,0,1
0.86181,0.87544,0.06656,2.57591,0.385,0,0,1
0.32756,0.89131,0.46319,1.4533,0.30347,0,0,1
0.98081,0.46369,0.14269,1.98296,0.34362,0,0,1
0.28269,0.56794,0.85569,0.98851,0.29684,0,0,1
0.53044,0.78706,0.80131,1.74586,0.39938,0,0,1
0.15319,0.19694,0.70644,0.53244,0.22466,0,0,1
0.99506,0.45519,0.15781,1.98643,0.3455,0,0,1
0.68044,0.26256,0.58356,1.16241,0.29548,0,0,1
0.77294,0.18481,0.06669,1.00297,0.23996,0,0,1
0.70431,0.29356,0.28006,1.32443,0.27722,0,0,1
0.79119,0.30119,0.09381,1.43986,0.27135,0,0,1
0.23956,0.38644,0.78044,0.86396,0.27176,0,0,1
0.86994,0.99131,0.13206,2.9459,0.4279,0,0,1
0.04706,0.35869,0.08494,0.64711,0.20741,0,0,1
0.53656,0.17906,0.46856,0.81967,0.24662,0,0,1
0.54306,0.58556,0.38244,1.47181,0.30017,0,0,1
0.56756,0.37381,0.70556,1.2557,0.31615,0,0,1
0.65256,0.84706,0.67819,2.02093,0.41695,0,0,1
0.73231,0.22256,0.66681,0.95546,0.28744,0,0,1
0.27781,0.77881,0.77131,1.28388,0.32731,0,0,1
0.62344,0.06831,0.18581,0.79009,0.22274,0,0,1
0.80231,0.99406,0.35794,2.77063,0.44566,0,0,1
0.48331,0.44006,0.82544,1.20642,0.32509,0,0,1
0.95394,0.00669,0.56956,0.9393,0.26435,0,0,1
0.78081,0.08156,0.44844,0.87865,0.24825,0,0,1
0.72481,0.53481,0.77694,1.57658,0.38119,0,0,1
0.46894,0.31869,0.95869,1.06622,0.3182,0,0,1
0.86019,0.62356,0.59594,2.11038,0.42308,0,0,1
0.39344,0.46394,0.01856,1.16666,0.24328,0,0,1
0.22031,0.70406,0.83844,1.12094,0.31272,0,0,1
0.62569,0.08194,0.26594,0.80114,0.22801,0,0,1
0.89844,0.48831,0.15494,1.87346,0.32965,0,0,1
0.74519,0.90506,0.98456,2.11346,0.50962,0,0,1
0.83244,0.98731,0.75006,2.51995,0.51879,0,0,1
0.98131,0.19794,0.88581,1.11423,0.35719,0,0,1
0.46569,0.37356,0.55906,1.14434,0.28344,0,0,1
0.32981,0.74181,0.05556,1.41758,0.26016,0,0,1
0.56269,0.04731,0.94694,0.72261,0.2674,0,0,1
0.81244,0.98869,0.63356,2.6395,0.49975,0,0,1
0.39244,0.02144,0.53094,0.61535,0.22302,0,0,1
0.21481,0.12856,0.03169,0.56191,0.20225,0,0,1
0.74894,0.48944,0.42381,1.61858,0.33143,0,0,1
0.68269,0.38544,0.33394,1.45078,0.29516,0,0,1
0.57644,0.65756,0.99906,1.63729,0.41795,0,0,1
0.49119,0.70631,0.09269,1.6808,0.28442,0,0,1
0.00094,0.26194,0.13994,0.49742,0.19906,0,0,1
0.22969,0.01869,0.32169,0.52196,0.20565,0,0,1
0.01019,0.32831,0.42281,0.57892,0.21449,0,0,1
0.04469,0.70481,0.72756,0.83269,0.26309,0,0,1
0.29244,0.25231,0.81531,0.73363,0.25839,0,0,1
0.52944,0.66331,0.15831,1.68317,0.29062,0,0,1
0.58931,0.95681,0.90756,1.8641,0.44308,0,0,1
0.69206,0.66181,0.23569,1.96354,0.32996,0,0,1
0.83644,0.89169,0.11794,2.53057,0.38397,0,0,1
0.04294,0.10256,0.94331,0.42714,0.22268,0,0,1
0.75206,0.82919,0.28506,2.28262,0.37591,0,0,1
